level,gas,state_name,type,energy_eV,n_events,n_collisions
0,Ar, ELASTIC ANISOTROPIC       ARGON                  ,elastic,0.0,1604373.0,0
1,Ar, IONISATION CHARGE STATE =1      ELOSS=   15.75961,ionisation,15.7596,8911.0,0
2,Ar, IONISATION CHARGE STATE =2      ELOSS=   43.38928,ionisation,43.3893,0.0,0
3,Ar, IONISATION CHARGE STATE =3      ELOSS=   84.124  ,ionisation,84.124,0.0,0
4,Ar, IONISATION L3 SHELL             ELOSS=  248.4    ,ionisation,248.4,0.0,0
5,Ar, IONISATION L2 SHELL             ELOSS=  250.6    ,ionisation,250.6,0.0,0
6,Ar, IONISATION L1 SHELL             ELOSS=  326.3    ,ionisation,326.3,0.0,0
7,Ar, ATTACHMENT                                       ,attachment,0.0,0.0,0
8,Ar, EXC 1S5    J=2 METASTABLE         ELEVEL= 11.548 ,excitation,11.548,1453.0,0
9,Ar, EXC 1S4    J=1 RESONANT           ELEVEL= 11.624 ,excitation,11.624,1705.0,0
10,Ar, EXC 1S3    J=0 METASTABLE         ELEVEL= 11.723 ,excitation,11.723,279.0,0
11,Ar, EXC 1S2    J=1 RESONANT           ELEVEL= 11.828 ,excitation,11.828,3106.0,0
12,Ar, EXC 2P10   J=1                    ELEVEL= 12.907 ,excitation,12.907,270.0,0
13,Ar, EXC 2P9    J=3                    ELEVEL= 13.076 ,excitation,13.076,413.0,0
14,Ar, EXC 2P8    J=2                    ELEVEL= 13.095 ,excitation,13.095,350.0,0
15,Ar, EXC 2P7    J=1                    ELEVEL= 13.153 ,excitation,13.153,237.0,0
16,Ar, EXC 2P6    J=2                    ELEVEL= 13.172 ,excitation,13.172,309.0,0
17,Ar, EXC 2P5    J=0                    ELEVEL= 13.273 ,excitation,13.273,117.0,0
18,Ar, EXC 2P4    J=1                    ELEVEL= 13.283 ,excitation,13.283,248.0,0
19,Ar, EXC 2P3    J=2                    ELEVEL= 13.302 ,excitation,13.302,201.0,0
20,Ar, EXC 2P2    J=1                    ELEVEL= 13.328 ,excitation,13.328,141.0,0
21,Ar, EXC 2P1    J=0                    ELEVEL= 13.480 ,excitation,13.48,459.0,0
22,Ar, EXC 3D6    J=0                    ELEVEL= 13.845 ,excitation,13.845,186.0,0
23,Ar, EXC 3D5    J=1 RESONANT           ELEVEL= 13.864 ,excitation,13.864,750.0,0
24,Ar, EXC 3D3    J=2                    ELEVEL= 13.903 ,excitation,13.903,623.0,0
25,Ar, EXC 3D4!   J=4                    ELEVEL= 13.979 ,excitation,13.979,721.0,0
26,Ar, EXC 3D4    J=3                    ELEVEL= 14.013 ,excitation,14.013,267.0,0
27,Ar, EXC 3D1!!  J=2                    ELEVEL= 14.063 ,excitation,14.063,254.0,0
28,Ar, EXC 2S5    J=2                    ELEVEL= 14.068 ,excitation,14.068,279.0,0
29,Ar, EXC 2S4    J=1 RESONANT           ELEVEL= 14.090 ,excitation,14.09,124.0,0
30,Ar, EXC 3D1!   J=3                    ELEVEL= 14.099 ,excitation,14.099,53.0,0
31,Ar, EXC 3D2    J=1 RESONANT           ELEVEL= 14.153 ,excitation,14.153,356.0,0
32,Ar, EXC 3S1!!!!J=2                    ELEVEL= 14.214 ,excitation,14.214,351.0,0
33,Ar, EXC 3S1!!  J=2                    ELEVEL= 14.234 ,excitation,14.234,245.0,0
34,Ar, EXC 3S1!!! J=3                    ELEVEL= 14.236 ,excitation,14.236,84.0,0
35,Ar, EXC 2S3    J=0                    ELEVEL= 14.241 ,excitation,14.241,50.0,0
36,Ar, EXC 2S2    J=1 RESONANT           ELEVEL= 14.255 ,excitation,14.255,51.0,0
37,Ar, EXC 3S1!   J=1 RESONANT           ELEVEL= 14.304 ,excitation,14.304,441.0,0
38,Ar, EXC 4D5    J=1 RESONANT           ELEVEL= 14.711 ,excitation,14.711,4.0,0
39,Ar, EXC 3S4    J=1 RESONANT           ELEVEL= 14.848 ,excitation,14.848,51.0,0
40,Ar, EXC 4D2    J=1 RESONANT           ELEVEL= 14.859 ,excitation,14.859,183.0,0
41,Ar, EXC 4S1!   J=1 RESONANT           ELEVEL= 15.004 ,excitation,15.004,73.0,0
42,Ar, EXC 3S2    J=1 RESONANT           ELEVEL= 15.022 ,excitation,15.022,83.0,0
43,Ar, EXC 5D5    J=1 RESONANT           ELEVEL= 15.118 ,excitation,15.118,7.0,0
44,Ar, EXC 4S4    J=1 RESONANT           ELEVEL= 15.186 ,excitation,15.186,130.0,0
45,Ar, EXC 5D2    J=1 RESONANT           ELEVEL= 15.190 ,excitation,15.19,116.0,0
46,Ar, EXC 6D5    J=1 RESONANT           ELEVEL= 15.308 ,excitation,15.308,1.0,0
47,Ar, EXC 5S1!   J=1 RESONANT           ELEVEL= 15.351 ,excitation,15.351,0.0,0
48,Ar, EXC 4S2    J=1 RESONANT           ELEVEL= 15.360 ,excitation,15.36,3.0,0
49,Ar, EXC 5S4    J=1 RESONANT           ELEVEL= 15.366 ,excitation,15.366,45.0,0
50,Ar, EXC 6D2    J=1 RESONANT           ELEVEL= 15.374 ,excitation,15.374,92.0,0
51,Ar, EXC HIGH   J=1 RESONANT           ELEVEL= 15.660 ,excitation,15.66,337.0,0
52,CF4, ELASTIC  ANISOTROPIC            CF4              ,elastic,0.0,70082.0,0
53,CF4, ION  CF3 +                      ELOSS=   15.70   ,ionisation,15.7,257.0,0
54,CF4, ION  CF2 +                      ELOSS=   21.47   ,ionisation,21.47,5.0,0
55,CF4, ION  CF +                       ELOSS=   29.14   ,ionisation,29.14,0.0,0
56,CF4, ION  F +                        ELOSS=   34.5    ,ionisation,34.5,0.0,0
57,CF4, ION  C +                        ELOSS=   34.77   ,ionisation,34.77,0.0,0
58,CF4," DOUBLE ION    CF3 + , F +       ELOSS=   36.0    ",ionisation,36.0,0.0,0
59,CF4," DOUBLE ION    CF2 + , F +       ELOSS=   40.0    ",ionisation,40.0,1.0,0
60,CF4, IONS  CF3 ++ OR CF2 ++          ELOSS=   41.0    ,ionisation,41.0,0.0,0
61,CF4," DOUBLE ION    CF +  , F +       ELOSS=   43.0    ",ionisation,43.0,0.0,0
62,CF4," DOUBLE ION    C  +  , F +       ELOSS=   63.0    ",ionisation,63.0,0.0,0
63,CF4, IONISATION   CARBON K-SHELL     ELOSS=  285.0    ,ionisation,285.0,0.0,0
64,CF4, ATTACHMENT                                       ,attachment,0.0,17.0,0
65,CF4, VIB  V2           ANISOTROPIC   ELOSS=   -0.0539 ,superelastic,-0.0539,1.0,0
66,CF4, VIB  V2           ANISOTROPIC   ELOSS=    0.0539 ,inelastic,0.0539,26.0,0
67,CF4, VIB  V4           ANISOTROPIC   ELOSS=   -0.0783 ,superelastic,-0.0783,118.0,0
68,CF4, VIB  V4           ANISOTROPIC   ELOSS=    0.0783 ,inelastic,0.0783,2929.0,0
69,CF4, VIB  V1           ANISOTROPIC   ELOSS=   -0.1126 ,superelastic,-0.1126,11.0,0
70,CF4, VIB  V1           ANISOTROPIC   ELOSS=    0.1126 ,inelastic,0.1126,993.0,0
71,CF4, VIB  V3           ANISOTROPIC   ELOSS=   -0.1588 ,superelastic,-0.1588,16.0,0
72,CF4, VIB  V3           ANISOTROPIC   ELOSS=    0.1588 ,inelastic,0.1588,12349.0,0
73,CF4, VIB 2V3           ANISOTROPIC   ELOSS=    0.3176 ,inelastic,0.3176,1711.0,0
74,CF4, VIB HARMONIC      ANISOTROPIC   ELOSS=    0.4764 ,inelastic,0.4764,5767.0,0
75,CF4, NEUTRAL DISS      NON-DIPOLE    ELOSS=   11.5    ,inelastic,11.5,43.0,0
76,CF4, NEUTRAL DISS DIPOLE F=0.000189  ELOSS=   11.63   ,inelastic,11.63,0.0,0
77,CF4, NEUTRAL DISS DIPOLE F=0.001085  ELOSS=   11.88   ,inelastic,11.88,1.0,0
78,CF4, NEUTRAL DISS DIPOLE F=0.004807  ELOSS=   12.13   ,inelastic,12.13,1.0,0
79,CF4, NEUTRAL DISS DIPOLE F=0.008819  ELOSS=   12.38   ,inelastic,12.38,6.0,0
80,CF4, NEUTRAL DISS      NON-DIPOLE    ELOSS=   12.50   ,inelastic,12.5,80.0,0
81,CF4, NEUTRAL DISS DIPOLE F=0.008918  ELOSS=   12.63   ,inelastic,12.63,4.0,0
82,CF4, NEUTRAL DISS DIPOLE F=0.008420  ELOSS=   12.88   ,inelastic,12.88,4.0,0
83,CF4, NEUTRAL DISS DIPOLE F=0.02531   ELOSS=   13.13   ,inelastic,13.13,8.0,0
84,CF4, NEUTRAL DISS DIPOLE F=0.09553   ELOSS=   13.38   ,inelastic,13.38,28.0,0
85,CF4, NEUTRAL DISS DIPOLE F=0.11193   ELOSS=   13.63   ,inelastic,13.63,36.0,0
86,CF4, NEUTRAL DISS DIPOLE F=0.10103   ELOSS=   13.88   ,inelastic,13.88,36.0,0
87,CF4, NEUTRAL DISS      NON-DIPOLE    ELOSS=   14.00   ,inelastic,14.0,197.0,0
88,CF4, NEUTRAL DISS DIPOLE F=0.06902   ELOSS=   14.13   ,inelastic,14.13,16.0,0
89,CF4, NEUTRAL DISS DIPOLE F=0.03968   ELOSS=   14.38   ,inelastic,14.38,8.0,0
90,CF4, NEUTRAL DISS DIPOLE F=0.02584   ELOSS=   14.63   ,inelastic,14.63,3.0,0
91,CF4, NEUTRAL DISS DIPOLE F=0.02071   ELOSS=   14.88   ,inelastic,14.88,4.0,0
92,CF4, NEUTRAL DISS DIPOLE F=0.03122   ELOSS=   15.13   ,inelastic,15.13,6.0,0
93,CF4, NEUTRAL DISS DIPOLE F=0.05580   ELOSS=   15.38   ,inelastic,15.38,9.0,0
94,CF4, NEUTRAL DISS DIPOLE F=0.10187   ELOSS=   15.63   ,inelastic,15.63,19.0,0
95,CF4, NEUTRAL DISS DIPOLE F=0.09427   ELOSS=   15.88   ,inelastic,15.88,16.0,0
96,CF4, NEUTRAL DISS DIPOLE F=0.05853   ELOSS=   16.13   ,inelastic,16.13,12.0,0
97,CF4, NEUTRAL DISS DIPOLE F=0.06002   ELOSS=   16.38   ,inelastic,16.38,8.0,0
98,CF4, NEUTRAL DISS DIPOLE F=0.05647   ELOSS=   16.63   ,inelastic,16.63,6.0,0
99,CF4, NEUTRAL DISS DIPOLE F=0.04885   ELOSS=   16.88   ,inelastic,16.88,8.0,0
100,CF4, NEUTRAL DISS DIPOLE F=0.04036   ELOSS=   17.13   ,inelastic,17.13,3.0,0
101,CF4, NEUTRAL DISS DIPOLE F=0.03298   ELOSS=   17.38   ,inelastic,17.38,2.0,0
102,CF4, NEUTRAL DISS DIPOLE F=0.02593   ELOSS=   17.63   ,inelastic,17.63,1.0,0
103,CF4, NEUTRAL DISS DIPOLE F=0.01802   ELOSS=   17.88   ,inelastic,17.88,1.0,0
104,CF4, NEUTRAL DISS DIPOLE F=0.01287   ELOSS=   18.13   ,inelastic,18.13,0.0,0
105,CF4, NEUTRAL DISS DIPOLE F=0.00830   ELOSS=   18.38   ,inelastic,18.38,0.0,0
106,CF4, NEUTRAL DISS DIPOLE F=0.00698   ELOSS=   18.63   ,inelastic,18.63,1.0,0
107,CF4, NEUTRAL DISS DIPOLE F=0.00581   ELOSS=   18.88   ,inelastic,18.88,0.0,0
108,CF4, NEUTRAL DISS DIPOLE F=0.00502   ELOSS=   19.13   ,inelastic,19.13,0.0,0
109,CF4, NEUTRAL DISS DIPOLE F=0.00398   ELOSS=   19.38   ,inelastic,19.38,0.0,0
110,CF4, NEUTRAL DISS DIPOLE F=0.00189   ELOSS=   19.63   ,inelastic,19.63,0.0,0
