level,gas,state_name,type,energy_eV,n_events
0,Ar, ELASTIC ANISOTROPIC       ARGON                  ,elastic,0.0,2705797.0
1,Ar, IONISATION CHARGE STATE =1      ELOSS=   15.75961,ionisation,15.7596,22003.0
2,Ar, ATTACHMENT                                       ,attachment,0.0,0.0
3,,,,,0.0
4,,,,,0.0
5,,,,,0.0
6,,,,,0.0
7,,,,,0.0
8,Ar, EXC 1S5    J=2 METASTABLE         ELEVEL= 11.548 ,excitation,11.548,2888.0
9,Ar, EXC 1S4    J=1 RESONANT           ELEVEL= 11.624 ,excitation,11.624,3418.0
10,Ar, EXC 1S3    J=0 METASTABLE         ELEVEL= 11.723 ,excitation,11.723,522.0
11,Ar, EXC 1S2    J=1 RESONANT           ELEVEL= 11.828 ,excitation,11.828,6633.0
12,Ar, EXC 2P10   J=1                    ELEVEL= 12.907 ,excitation,12.907,631.0
13,Ar, EXC 2P9    J=3                    ELEVEL= 13.076 ,excitation,13.076,897.0
14,Ar, EXC 2P8    J=2                    ELEVEL= 13.095 ,excitation,13.095,711.0
15,Ar, EXC 2P7    J=1                    ELEVEL= 13.153 ,excitation,13.153,493.0
16,Ar, EXC 2P6    J=2                    ELEVEL= 13.172 ,excitation,13.172,631.0
17,Ar, EXC 2P5    J=0                    ELEVEL= 13.273 ,excitation,13.273,311.0
18,Ar, EXC 2P4    J=1                    ELEVEL= 13.283 ,excitation,13.283,485.0
19,Ar, EXC 2P3    J=2                    ELEVEL= 13.302 ,excitation,13.302,414.0
20,Ar, EXC 2P2    J=1                    ELEVEL= 13.328 ,excitation,13.328,268.0
21,Ar, EXC 2P1    J=0                    ELEVEL= 13.480 ,excitation,13.48,995.0
22,Ar, EXC 3D6    J=0                    ELEVEL= 13.845 ,excitation,13.845,360.0
23,Ar, EXC 3D5    J=1 RESONANT           ELEVEL= 13.864 ,excitation,13.864,1514.0
24,Ar, EXC 3D3    J=2                    ELEVEL= 13.903 ,excitation,13.903,1451.0
25,Ar, EXC 3D4!   J=4                    ELEVEL= 13.979 ,excitation,13.979,1407.0
26,Ar, EXC 3D4    J=3                    ELEVEL= 14.013 ,excitation,14.013,542.0
27,Ar, EXC 3D1!!  J=2                    ELEVEL= 14.063 ,excitation,14.063,588.0
28,Ar, EXC 2S5    J=2                    ELEVEL= 14.068 ,excitation,14.068,558.0
29,Ar, EXC 2S4    J=1 RESONANT           ELEVEL= 14.090 ,excitation,14.09,260.0
30,Ar, EXC 3D1!   J=3                    ELEVEL= 14.099 ,excitation,14.099,164.0
31,Ar, EXC 3D2    J=1 RESONANT           ELEVEL= 14.153 ,excitation,14.153,826.0
32,Ar, EXC 3S1!!!!J=2                    ELEVEL= 14.214 ,excitation,14.214,741.0
33,Ar, EXC 3S1!!  J=2                    ELEVEL= 14.234 ,excitation,14.234,475.0
34,Ar, EXC 3S1!!! J=3                    ELEVEL= 14.236 ,excitation,14.236,199.0
35,Ar, EXC 2S3    J=0                    ELEVEL= 14.241 ,excitation,14.241,130.0
36,Ar, EXC 2S2    J=1 RESONANT           ELEVEL= 14.255 ,excitation,14.255,134.0
37,Ar, EXC 3S1!   J=1 RESONANT           ELEVEL= 14.304 ,excitation,14.304,988.0
38,Ar, EXC 4D5    J=1 RESONANT           ELEVEL= 14.711 ,excitation,14.711,12.0
39,Ar, EXC 3S4    J=1 RESONANT           ELEVEL= 14.848 ,excitation,14.848,126.0
40,Ar, EXC 4D2    J=1 RESONANT           ELEVEL= 14.859 ,excitation,14.859,428.0
41,Ar, EXC 4S1!   J=1 RESONANT           ELEVEL= 15.004 ,excitation,15.004,164.0
42,Ar, EXC 3S2    J=1 RESONANT           ELEVEL= 15.022 ,excitation,15.022,184.0
43,Ar, EXC 5D5    J=1 RESONANT           ELEVEL= 15.118 ,excitation,15.118,37.0
44,Ar, EXC 4S4    J=1 RESONANT           ELEVEL= 15.186 ,excitation,15.186,345.0
45,Ar, EXC 5D2    J=1 RESONANT           ELEVEL= 15.190 ,excitation,15.19,300.0
46,Ar, EXC 6D5    J=1 RESONANT           ELEVEL= 15.308 ,excitation,15.308,3.0
47,Ar, EXC 5S1!   J=1 RESONANT           ELEVEL= 15.351 ,excitation,15.351,6.0
48,Ar, EXC 4S2    J=1 RESONANT           ELEVEL= 15.360 ,excitation,15.36,8.0
49,Ar, EXC 5S4    J=1 RESONANT           ELEVEL= 15.366 ,excitation,15.366,110.0
50,Ar, EXC 6D2    J=1 RESONANT           ELEVEL= 15.374 ,excitation,15.374,200.0
51,Ar, EXC HIGH   J=1 RESONANT           ELEVEL= 15.660 ,excitation,15.66,848.0
52,CF4, ELASTIC  ANISOTROPIC            CF4              ,elastic,0.0,4631321.0
53,CF4, ION  CF3 +                      ELOSS=   15.70   ,ionisation,15.7,24942.0
54,CF4, ION  CF2 +                      ELOSS=   21.47   ,ionisation,21.47,504.0
55,CF4, ION  CF +                       ELOSS=   29.14   ,ionisation,29.14,60.0
56,CF4, ION  F +                        ELOSS=   34.5    ,ionisation,34.5,6.0
57,CF4, ION  C +                        ELOSS=   34.77   ,ionisation,34.77,16.0
58,CF4," DOUBLE ION    CF3 + , F +       ELOSS=   36.0    ",ionisation,36.0,1.0
59,CF4," DOUBLE ION    CF2 + , F +       ELOSS=   40.0    ",ionisation,40.0,0.0
60,CF4, ATTACHMENT                                       ,attachment,0.0,0.0
61,CF4, VIB  V2           ANISOTROPIC   ELOSS=   -0.0539 ,superelastic,-0.0539,0.0
62,CF4, VIB  V2           ANISOTROPIC   ELOSS=    0.0539 ,inelastic,0.0539,0.0
63,CF4, VIB  V4           ANISOTROPIC   ELOSS=   -0.0783 ,superelastic,-0.0783,0.0
64,CF4, VIB  V4           ANISOTROPIC   ELOSS=    0.0783 ,inelastic,0.0783,968.0
65,CF4, VIB  V1           ANISOTROPIC   ELOSS=   -0.1126 ,superelastic,-0.1126,171.0
66,CF4, VIB  V1           ANISOTROPIC   ELOSS=    0.1126 ,inelastic,0.1126,2162.0
67,CF4, VIB  V3           ANISOTROPIC   ELOSS=   -0.1588 ,superelastic,-0.1588,5822.0
68,CF4, VIB  V3           ANISOTROPIC   ELOSS=    0.1588 ,inelastic,0.1588,178702.0
69,CF4, VIB 2V3           ANISOTROPIC   ELOSS=    0.3176 ,inelastic,0.3176,495.0
70,CF4, VIB HARMONIC      ANISOTROPIC   ELOSS=    0.4764 ,inelastic,0.4764,60963.0
71,CF4, NEUTRAL DISS      NON-DIPOLE    ELOSS=   11.5    ,inelastic,11.5,1093.0
72,CF4, NEUTRAL DISS DIPOLE F=0.000189  ELOSS=   11.63   ,inelastic,11.63,776090.0
73,CF4, NEUTRAL DISS DIPOLE F=0.001085  ELOSS=   11.88   ,inelastic,11.88,103094.0
74,CF4, NEUTRAL DISS DIPOLE F=0.004807  ELOSS=   12.13   ,inelastic,12.13,358521.0
75,CF4, NEUTRAL DISS DIPOLE F=0.008819  ELOSS=   12.38   ,inelastic,12.38,3002.0
76,CF4, NEUTRAL DISS      NON-DIPOLE    ELOSS=   12.50   ,inelastic,12.5,10.0
